Module	LM_0031__27C_10d_Naive	LM_0032__27C_10d_HKEC	LM_0027__32C_1d_Naive	LM_0028__32C_1d_HKEC	LM_0037__32C_10d_Naive	LM_0049__27C_10d_Naive	LM_0050__27C_10d_HKEC	LM_0021__27C_5d_Naive	LM_0022__27C_5d_HKEC	LM_0023__27C_15d_Naive	LM_0024__27C_15d_HKEC	LM_0025__30C_10d_Naive	LM_0026__30C_10d_HKEC	LM_0033__27C_1d_Naive	LM_0034__27C_1d_HKEC	LM_0063__27C_5d_Naive	LM_0064__27C_5d_HKEC	LM_0067__30C_10d_Naive	LM_0068__30C_10d_HKEC	LM_0069__27C_15d_Naive	LM_0070__27C_15d_HKEC	LM_0047__30C_15d_Naive	LM_0048__30C_15d_HKEC	LM_0059__32C_10d_Naive	LM_0060__32C_10d_HKEC	LM_0075__27C_10d_Naive	LM_0076__27C_10d_HKEC	LM_0083__30C_10d_Naive	LM_0084__30C_10d_HKEC	LM_0089__27C_15d_Naive	LM_0090__27C_15d_HKEC	LM_0041__30C_15d_Naive	LM_0042__30C_15d_HKEC	LM_0091__32C_10d_Naive	LM_0092__32C_10d_HKEC	LM_0109__27C_15d_Naive	LM_0110__27C_15d_HKEC	LM_0029__32C_15d_Naive	LM_0030__32C_15d_HKEC	LM_0103__30C_10d_Naive	LM_0104__30C_10d_HKEC	LM_0111__32C_10d_Naive	LM_0112__32C_10d_HKEC	LM_0035__32C_5d_Naive	LM_0036__32C_5d_HKEC	LM_0039__32C_15d_Naive	LM_0040__32C_15d_HKEC	LM_0079__27C_5d_Naive	LM_0080__27C_5d_HKEC	LM_0101__27C_5d_Naive	LM_0102__27C_5d_HKEC	LM_0113__27C_10d_Naive	LM_0114__27C_10d_HKEC	LM_0043__30C_5d_Naive	LM_0044__30C_5d_HKEC	LM_0053__32C_15d_Naive	LM_0054__32C_15d_HKEC	LM_0061__32C_1d_Naive	LM_0062__32C_1d_HKEC	LM_0085__32C_15d_Naive	LM_0086__32C_15d_HKEC	LM_0045__30C_1d_Naive	LM_0046__30C_1d_HKEC	LM_0081__32C_1d_Naive	LM_0082__32C_1d_HKEC	LM_0055__30C_5d_Naive	LM_0056__30C_5d_HKEC	LM_0099__32C_15d_Naive	LM_0065__30C_15d_Naive	LM_0066__30C_15d_HKEC	LM_0071__32C_5d_Naive	LM_0072__32C_5d_HKEC	LM_0119__30C_5d_Naive	LM_0120__30C_5d_HKEC	LM_0093__32C_5d_Naive	LM_0094__32C_5d_HKEC	LM_0095__30C_5d_Naive	LM_0096__30C_5d_HKEC	LM_0105__32C_1d_Naive	LM_0106__32C_1d_HKEC	LM_0051__30C_1d_Naive	LM_0052__30C_1d_HKEC	LM_0057__27C_1d_Naive	LM_0058__27C_1d_HKEC	LM_0115__32C_5d_Naive	LM_0116__32C_5d_HKEC	LM_0073__30C_1d_Naive	LM_0074__30C_1d_HKEC	LM_0077__30C_15d_Naive	LM_0078__30C_15d_HKEC	LM_0087__27C_1d_Naive	LM_0088__27C_1d_HKEC	LM_0100__32C_15d_HKEC	LM_0097__27C_1d_Naive	LM_0098__27C_1d_HKEC	LM_0107__30C_15d_Naive	LM_0108__30C_15d_HKEC	LM_0117__30C_1d_Naive	LM_0118__30C_1d_HKEC	LM_0123__30C_5d_Naive	LM_0124__30C_5d_HKEC	LM_0129__30C_10d_Naive	LM_0130__30C_10d_HKEC	LM_0131__30C_1d_Naive	LM_0132__30C_1d_HKEC	LM_0121__32C_1d_Naive	LM_0122__32C_1d_HKEC	LM_0133__32C_5d_Naive	LM_0134__32C_5d_HKEC	LM_0137__32C_10d_Naive	LM_0138__32C_10d_HKEC	LM_0125__27C_15d_Naive	LM_0126__27C_15d_HKEC	LM_0139__27C_10d_Naive	LM_0140__27C_10d_HKEC
P1_I9_M5	-0.0319051206718529	0.109184448155944	-0.0672027860655178	0.146018675554839	-0.134213114748262	-0.0168778872303342	0.0827544527180097	-0.0482194527855308	0.108383998730799	-0.108293853901743	0.0440584817783028	0.0137099835575955	0.0433408687277104	-0.0336775843193783	0.184227323432993	-0.0715059563991747	0.0958550991708889	-0.0256013204262089	0.0238129181352635	-0.0510766507513767	0.055450885380088	-0.043365744463982	0.0244663852044109	-0.163873495771419	0.00568005014656273	-0.0481292914202384	0.080600602495012	-0.101445834854549	0.0604719392758409	-0.0383664771779134	0.0462039330165866	0.0150309255795101	0.0432230733211766	-0.073655884030366	-0.0129450539152107	-0.0628080284033031	0.0687747395654272	-0.152130668954385	-0.00797003593397764	-0.0615522204788284	0.0722584923408583	-0.142110698295291	-0.00623388049869577	-0.0976325235404936	0.033129126179007	-0.13940055963402	-0.0113539681049924	-0.0736893413474286	0.133964598243695	-0.03694986839818	0.131894007843525	0.00642703675773911	0.0766605970821751	-0.057094807788648	0.0982109339471383	-0.152366766450451	-0.000858582967320509	-0.0369987230200874	0.145279463025746	-0.105911507649498	-0.0288725444228837	-0.0480696680682064	0.221358776675115	-0.0795581077894686	0.164437215114018	-0.0630338649225065	0.115017525475019	-0.12981521747499	-0.0972883657926676	0.022564055058871	-0.113671088518789	0.0280779202156714	-0.0488297353747306	0.0881855527200887	-0.147830887932622	0.00751179234027713	-0.0624169198643317	0.0873991668759057	-0.0617033385163687	0.122576411842417	-0.0783719181501426	0.157414037346556	-0.0472971775306562	0.171378580006812	-0.122715615518872	0.0274936810396897	-0.0279652216765695	0.189001920351448	-0.0999341757749728	0.0336302712421844	-0.037790186978781	0.185578402818218	-0.0224366731336079	-0.0698697723439681	0.154694142688096	-0.10840586052748	0.0271577638191709	-0.071505513129504	0.169101846485848	-0.0747480707812185	0.0960472985078874	-0.0776442561449064	0.0522463787413154	-0.093256583024446	0.15255014676816	-0.0603266216233501	0.144653996071426	-0.144968029396823	0.00225165538912844	-0.139484115213746	-0.00606258314959657	-0.0689658463486454	0.0531205181846792	-0.0410724049738181	0.0668059593524798
P2_I6_M5	0.165624391030626	0.146656725383348	-0.0751767019347101	-0.110281450210127	0.0708839382423448	0.116963864868767	0.139920623362204	0.143334228893026	0.121916769442441	0.0797070817604471	0.0823271517992818	0.0133062401840862	0.0100142584116408	-0.063222840938519	-0.0937670570109077	0.175668186232156	0.12239094351146	-0.0435991907204391	0.00294533856476054	0.0670470331445421	0.041195576934847	-0.0446445851211538	-0.0479858906840312	0.0534248170244794	-0.0126475690409561	0.188624651321832	0.172235905840632	0.0819325708386217	0.0719097699960323	0.0843132979502038	0.0960098962696625	-0.075893165940302	-0.0304518126036394	-0.0302643596176747	-0.0242403637205009	0.16159570897634	0.132690174533748	-0.0805926067963669	-0.0865937233042691	-0.00725995635515256	-0.0166068136519663	-0.0272346211027369	-0.0787314176783114	0.071897104815566	0.0294339675958493	-0.134134593394666	-0.150188444443065	0.168395759410005	0.15897305215684	0.131417664556271	0.109538355077715	0.149781194356511	0.107550572512895	0.0013488298411897	-0.0308163005914539	-0.0868469481891835	-0.112727991930949	-0.0904770996873108	-0.117181234468351	-0.0805452528546006	-0.114351120869675	-0.0665530374928796	-0.0611142010885995	-0.109286246566964	-0.126371976049536	0.13060020434693	0.092919501712589	-0.101563698633461	-0.0033449501533673	-0.0457645149303804	0.0205077394798579	-0.0433137304580226	0.0980610784868232	0.0407723548877419	0.0293313860135099	0.0148772711559726	0.0779443758819199	0.0630230329170731	-0.113191253038715	-0.143798729346649	-0.0976124909759568	-0.106789962937559	-0.0928488183098046	-0.124089932505646	0.0239594052138705	0.00696907988450623	-0.0639031295776794	-0.128454453920622	0.00933799566819201	-0.0299330245327662	-0.0930442454607771	-0.11750122406707	-0.0855525742780644	-0.107026229707179	-0.124881165765905	-0.00199687215385101	-0.00998074092883871	-0.0992058053218649	-0.142816641953719	0.0696712769444463	0.0663106268798741	0.0721473241105606	0.019287466715057	-0.0992460614700221	-0.122791452691948	-0.0834940441985574	-0.124084333451907	0.0241705519965094	-0.0458747202006189	0.00024327236703254	-0.0299321850967004	0.0443292398388185	0.0175254373354795	0.127885657548321	0.0909756359011938
P3_I5_M2	0.111735093838621	0.0730495235286969	-0.0948425452975541	-0.144409462707469	0.163938300895979	0.0720900661920615	0.0305212281517327	0.0324706927738868	-0.040407578033826	0.0937552016563646	0.0546293591683629	0.0881952102882832	0.0203036446577062	-0.162739222606336	-0.192188632786222	0.0568052851744892	-0.0168738117453923	0.108399682575367	0.0520558743669054	0.0835989413535264	-0.00518002374389564	0.0960292557807673	0.025238692696343	0.112919963146478	0.0242461528883582	0.0906534546058661	0.0477687657953321	0.0997702910936791	0.0300790067632688	0.0902914446404885	0.0120586122841923	0.0594181352068302	0.055799813817391	0.0947048376935606	0.0613854523440358	0.115893106298736	0.0739743145482996	0.093811466226922	0.00804809188200164	0.0792040928545749	-0.00933133218300525	0.0995726999821676	0.0308505963747328	0.059611830800284	-0.0137297541225018	0.0703234024425173	-0.0178900963431176	0.0509984230125912	0.00629612413071325	0.0232629605937978	-0.0162675979074885	0.0818364808394162	-0.0273237899850033	0.0328636415219448	-0.0430671382444967	0.107258990526292	0.00402480498525066	-0.119422581870937	-0.128910657043153	0.0643295584707224	-0.0181610739497231	-0.116163538073761	-0.112916265708712	-0.107862427132938	-0.147185571122365	0.0786057442445095	0.0209607197864688	0.0800658243585206	0.11596522219736	0.0223019740044879	0.0659145064752237	-0.0314683481995649	0.0475109472705669	-0.00323614917843458	0.0658880032813318	0.0189572901067071	0.0478637243569392	-0.0121555289024772	-0.0905184857624581	-0.131531294840391	-0.13090683440036	-0.145482402629452	-0.159427034103314	-0.197574887913486	0.0686266803339848	-0.014581321916063	-0.0976017525853788	-0.181270097050386	0.119606752296536	0.0154602576004843	-0.132343555902117	-0.194859702903917	-0.0114228383886859	-0.183089983010337	-0.196944600602249	0.0980617192164534	0.0428918310325488	-0.15653048686051	-0.202869695123432	0.0515198227634004	-0.0174513265453237	0.087913190298363	0.019742694872351	-0.147177207048853	-0.169540441046118	-0.0838298367673541	-0.125582049848343	0.0553506089840988	-0.0605512127382437	0.125647724832439	0.0263350287121878	0.100842460273027	0.00511862631600625	0.0851056423910554	0.00249061000055139
P2_I6_M8	-0.019977281250363	0.165805109344919	-0.122789372875467	-0.0151897324495172	-0.0618504370193253	-0.00379563650090645	0.156720679588382	-0.0481898097868749	0.14828075010821	-0.0418435270080454	0.105099581521603	-0.042513030533903	0.0766458918724857	-0.05466711840436	0.108939653714484	-0.0456389955876638	0.142119992839585	-0.0498120109512177	0.0680869513941744	-0.00547069493447354	0.12572922730872	-0.0506109352930306	0.0767470899118182	-0.0872904218532886	0.0585124612873675	-0.00520142763258975	0.158204065355258	-0.0851752775829973	0.0669865144728385	0.0330265628841543	0.112723534597569	-0.0423656808793889	0.0668109653199252	-0.0756016942400609	0.0191016508845643	0.00359376942571652	0.13582921177466	-0.0519539238972257	0.0777430871074518	-0.0310709964294154	0.081493053933204	-0.0749083295535519	0.0579030533974018	-0.0823647396810073	0.0720672630081683	-0.0426932770652113	0.113229439523236	-0.0779544091202538	0.141032608308015	-0.0485683856157026	0.186913653286241	0.0311064991946816	0.140749960141382	-0.0739197597333039	0.11075537015154	-0.0962144519465275	0.0887776156104977	-0.159756533550898	-0.0484049124310801	-0.0483255705938626	0.0735878628799983	-0.132914568923196	0.0516698411079583	-0.161655032329369	0.00264911059850662	-0.089708060348586	0.10632682341866	-0.0807219978599343	-0.0648804096704741	0.0834562164237166	-0.0902117816376812	0.0768487978780659	-0.0594456145476493	0.0805917124337583	-0.135616510649101	0.0271701803721049	-0.120406223043475	0.0341463580909133	-0.16689659730111	-0.0743973160910834	-0.16784476907323	-0.00874670675025693	-0.130221728396864	0.0212535076526572	-0.114636529549856	0.0641487611461871	-0.111797626717384	0.0564881272610781	-0.0643485003475662	0.0896439952720475	-0.0947137994513749	0.113288754635416	0.124116382375441	-0.131715360208856	0.0387657546228207	-0.0787539130008422	0.0911901192205321	-0.14080612062342	0.0228610245368888	-0.108890263939093	0.0834550350160832	-0.0896871280301484	0.0851487938877886	-0.182199652375918	-0.0107530948080168	-0.123087609037472	-0.0109819691558339	-0.102463968742944	0.0915140717535482	-0.0905199492885006	0.0586764732803561	-0.0407645828939795	0.122351513038762	-0.0242656156102397	0.16808689063343
P3_I5_M3	-0.16809906592902	-0.121731981190701	0.052847274673043	0.0786565979018124	-0.0752706486659046	-0.131736994055234	-0.0861652730313287	-0.158534915975082	-0.0648700664258134	-0.115496034318688	-0.0467526921615655	-0.0675489134630496	-0.025223738628313	0.0750707067985027	0.1048682522703	-0.180655765853596	-0.0942624334483853	0.000536695743257341	0.0114642954557401	-0.0555130621977222	-0.00036879193703216	0.017822735679711	0.0827709787140036	-0.062437952360093	0.0512826648399767	-0.155215783085293	-0.111018284756907	-0.0863907922522607	-0.0183089450744041	-0.0444514796435878	-0.0114034986269054	0.0741292721986995	0.0294341700992793	0.011024380847661	0.0283331160749518	-0.109437361324547	-0.078816479281659	0.0934430759013887	0.138033348400254	-0.0200593038121735	0.0350089528822627	-0.00718058715785107	0.0812488599052303	-0.0957408706808257	-0.00842263663005196	0.144909399844754	0.215492202282141	-0.180830254639462	-0.149162192676017	-0.144877439821755	-0.10627512939734	-0.118309794086485	-0.0317318026475263	-0.0623519019522049	0.0233596849327042	0.0602326600147279	0.154675880856405	0.0755580836848265	0.077437694372497	0.101867392456043	0.170008299382195	0.0532115082213371	0.0833847542518144	0.0683249595649755	0.0893729825080889	-0.161614901543989	-0.0955458450974535	0.088403427772874	-0.000538043860964875	0.10435622074841	-0.0695470676216449	0.0557379779636522	-0.13392303319711	-0.0435587802174793	-0.0976261148497223	-0.00871395107541437	-0.1429957420876	-0.0825259014369971	0.0672118932665654	0.10446153981813	0.0745954025457449	0.0809889472009391	0.0945589061541058	0.120065610569832	-0.088871178959122	0.0270011720410266	0.0519536936725882	0.110212793482383	-0.050646286733433	0.0844005065838681	0.086233455640334	0.101840158000971	0.193550979781497	0.090258469517967	0.108850208339054	-0.0226445516715249	0.0518166655158364	0.0794554843011128	0.105651753777605	-0.130959126495962	-0.081459168450284	-0.10708902529788	-0.00341007212435624	0.0799783197042998	0.0803399177464644	0.0693455878029963	0.0866745015475737	-0.087270065297081	0.0962655098706601	-0.0402172631519038	0.0505352440429517	-0.0689240600217798	0.0241309468793426	-0.119782290907226	-0.0201708377596446
P1_I9_M3	-0.0883598758950079	0.0078878029747792	-0.118428871666716	-0.0725838803888459	-0.0347834981705763	-0.0409948987305207	0.0602184650721189	-0.101175717033605	0.0566336532437246	-0.0463167203172112	0.0597995806331024	-0.0302228265640549	0.0367964711350613	-0.107316817471327	-0.0537320454101812	-0.117448229436651	0.0117256330882667	0.0443502814528526	0.0723680959109162	0.0219449286168278	0.102566947170532	0.0449318656431894	0.147694638598675	-0.0293765318924687	0.11140128894505	-0.0566153963339585	0.0368735543267589	-0.0350680860337244	0.0607059729481069	0.0453286908009066	0.112409462523939	0.102956540197013	0.0694059043298671	0.0296862355661041	0.0570825062729961	-0.0218498615521036	0.0439846975349595	0.120884908111528	0.162461963160615	-0.00424953748967495	0.101780969161466	0.0219370047564059	0.0878123898257536	-0.0780463200789868	0.0396050256311939	0.165327185560805	0.237608444037608	-0.111899537353559	-0.0207343409482188	-0.0832234834379156	0.0209944408106828	-0.0181721869229504	0.0977005480635812	-0.0723414388654404	0.0899284833595589	0.0562013221389877	0.185707968796071	-0.105015373171951	-0.0657573381170927	0.168802195386026	0.211525601691141	-0.133616558611947	-0.0836512280528443	-0.112593024061347	-0.0471558130438681	-0.117849904809956	-0.00648849490438894	0.104389304879552	0.0244188680887547	0.145715788570591	-0.0652813119874258	0.0817535392620864	-0.0995732536313326	0.00920634891954838	-0.0994148862383678	0.0169669232962716	-0.119231560540522	-0.0424994464822631	-0.113134627489035	-0.0596314706181381	-0.131964683027902	-0.0607467025607678	-0.124427964140945	-0.0423565256788079	-0.102971009620788	0.0404151672932794	-0.1409131093544	-0.0314478011965091	-0.0188613078013993	0.157550586128128	-0.130349721095745	-0.046572947471197	0.230763664479673	-0.119017665005202	-0.0441019872641827	-0.00426649274679667	0.121479367534239	-0.123300168795495	-0.0391873407263576	-0.123147575062372	-0.02237157073	-0.082533252971432	0.0593166943511908	-0.13430504887431	-0.0773948574723885	-0.121466131841908	-0.0522858392278615	-0.0766406828437027	0.136385089235895	-0.031925011841511	0.0887636373277653	-0.0142999165182403	0.122429143108075	-0.0357978655293553	0.101901783201531
P1_I9_M2	0.0975405444139702	0.102242662595052	-0.134682684906538	-0.152233967716147	0.0774867490298147	0.0857379356245613	0.102308539523141	0.0867503198962313	0.083946687394252	0.0837930348583773	0.09093291701231	0.0424358829901012	0.0484635546506568	-0.149339881330892	-0.140987822951825	0.0964284279833891	0.0885119897014504	0.0205734637903874	0.048730458638833	0.0810459597086124	0.0519655335263648	0.0227269194096273	0.0303406983596829	0.0725814832122595	0.0458575170211218	0.13048495829955	0.130306398892274	0.0891673497174413	0.0801124335639573	0.0844315324135232	0.0893355668436883	-0.00728614956719821	0.0201647544804992	0.0234527681988051	0.0294003225350866	0.122205814841531	0.103193461228587	0.0108311136968413	0.00479698976269421	0.0251860242919401	0.0246138405478064	0.0170110365434893	-0.00918686647522665	0.054386057876134	0.036205628953789	-0.0201934387451476	-0.0315571893425811	0.104912878909906	0.100105052536018	0.0778799751433978	0.0721106462511346	0.107127040733853	0.0849882870353282	0.00784374106036494	-0.00545115388441058	-0.0071454755618735	-0.00384086005808296	-0.140123529040499	-0.147065676123612	0.0130090419286003	-0.00220292753873394	-0.143848348695579	-0.165017703050064	-0.151988560366152	-0.155324349511451	0.085419957051339	0.0708472419764223	-0.0163570217499567	0.047795831303158	0.0349117186605508	0.0421213552111253	0.00264882440784124	0.0585072867713135	0.0324904927006701	0.0309774843027261	0.0277588784995072	0.0517469812009378	0.0391333786169538	-0.140570213064055	-0.152730208871307	-0.150196464199286	-0.151201009241732	-0.163452319656684	-0.161248751798631	0.0157130343422069	0.0175864675189347	-0.149256585882099	-0.154152508151974	0.0568536509373816	0.0401558506856716	-0.165799861571421	-0.153755923012925	0.0181683673580487	-0.173491694445964	-0.166514062032097	0.0389631865686515	0.0454790299268051	-0.159402633719937	-0.169306982781581	0.0397299518415845	0.0439398830843386	0.0659013840969251	0.0357968602385475	-0.161069395591124	-0.162793911758178	-0.136174189182305	-0.152536087914925	0.0219718905383204	-0.0052934670686947	0.0385029595249712	0.0307192006505412	0.0575865203446603	0.0450216632997302	0.0939247656269142	0.0787417836476734
P1_I9_M1	-0.0430929509443661	-0.0808589543812134	0.157151545210244	0.137058487540389	-0.0494802773957042	-0.0541718929324532	-0.0851774260206602	-0.0264611786245992	-0.05917670152159	-0.0524982264476615	-0.0813087156805918	-0.0413306066453886	-0.0573664815871448	0.190617131585978	0.158316054818421	-0.0259974748333631	-0.0492250094785495	-0.0504334368271292	-0.0734645893334916	-0.072355313730963	-0.076555578276844	-0.0529857302108703	-0.0784116982609899	-0.0524021211671774	-0.0698827244819414	-0.0628107259381537	-0.093042676712905	-0.0488964035195972	-0.0769770894870983	-0.0811123954332752	-0.0937717947658517	-0.0449208343208826	-0.0580152622361659	-0.0414916953148578	-0.0547195964991771	-0.0739635105680043	-0.0886743180648382	-0.0585003728121181	-0.0622734853998176	-0.041119094327189	-0.0612369997173892	-0.03896872512836	-0.044544251504113	-0.024164623048752	-0.0425854356933222	-0.0502658701846279	-0.0529475884095325	-0.0302386410225029	-0.0534733561530567	-0.0215505464265591	-0.0476537181535702	-0.0641555039529831	-0.0850674852951074	-0.00451743308382343	-0.0348338554452954	-0.0402270375143949	-0.0584136926013926	0.162062316199572	0.140484851982658	-0.0659937862630418	-0.0616045264118408	0.18201905114332	0.146485866216434	0.162651898894366	0.130823401060007	-0.0248153887194679	-0.0460297157851178	-0.0412541943309276	-0.0612788577078423	-0.0741861584154547	-0.0253377899344432	-0.033399376002532	-0.017716436066116	-0.0345820779703779	-0.0151145839082164	-0.0361019154924182	-0.0114989012226013	-0.0235267679314477	0.153754138172223	0.133679741299251	0.179942461094595	0.142890104179818	0.197893919973997	0.159906707759267	-0.00722541965158305	-0.0365876818482896	0.180763698156175	0.138179294215264	-0.0515295440852409	-0.0765150720054795	0.197954688522686	0.15806854792545	-0.0661088010634787	0.19815574880664	0.15164095595643	-0.0488149073013062	-0.0796964331128071	0.176071287789278	0.137926047459971	-0.0053961507666019	-0.0368394014956939	-0.0358504548310254	-0.0592810320394559	0.184294636591265	0.14446443602459	0.154238101274913	0.121976142093226	-0.0163619500214704	-0.0356281767626663	-0.0394157893790831	-0.0628356218450557	-0.0559679672018716	-0.0798385586209233	-0.0582706844801539	-0.0870960317549899
P1_I9_M6	0.171242916815183	0.0834124458630675	-0.0571889003746397	-0.0991574708542644	0.140944252907399	0.0339478358762012	-0.00714833350996217	0.126568961971894	0.115133591656509	-0.0366164521217132	-0.0456425526127829	0.00682954480749325	0.0213613967766864	0.0104756013694518	-0.0557672894513354	0.219863913006322	0.0923816893859621	-0.0601707305231902	-0.0941433768833717	-0.0637013481638174	-0.0366076279910648	-0.0625948064501899	-0.0634975478398263	-0.071421573506975	-0.0594072011307302	-0.0226515577844151	-0.00459106333029667	0.0138921067872968	-0.034765206294982	-0.0680918232678992	-0.055421690742668	-0.0937707054215554	-0.0532667534109242	-0.0580097041503786	-0.0563018419410985	-0.0431826439355681	-0.0831503039080429	-0.114927957010384	-0.122085051770133	0.0442793180791353	-0.023083699188262	0.0150536399446721	-0.0393107195873477	0.107578211051946	0.0728609465687624	-0.129165933588994	-0.157240284325403	0.129060119048918	0.168133572937716	0.0899052170171013	0.120155994494293	0.0122116677563711	0.0190804218543914	0.101484281704964	0.0430045805514448	-0.158988077933486	-0.166648385889999	-0.0897543538230221	-0.11774259489781	-0.150949626670709	-0.149834244291959	0.010278832559989	0.237459636192443	-0.0164010187773716	-0.0614649553602756	0.16417525394376	0.115365341256544	-0.15440056282145	-0.0975942327069446	-0.0784123860618237	0.075124376790849	0.0475958381623271	0.222832510344295	0.131189568967621	0.0655355456046278	0.0735440168970341	0.125962317606165	0.191216642817993	-0.0237042414250165	-0.0925906053666958	-0.0162913158610857	-0.0486218496955428	-0.0419984976916022	-0.113230081767005	0.0798995633031801	0.123628586039728	0.0643279688127421	-0.0772696325870232	-0.0127496241486495	-0.0508990957389001	0.024837688848547	-0.0939894894877953	-0.0624966678934585	-0.0237267485927488	-0.0793157693052739	-0.0709026979033493	-0.0640575804051694	-0.00285898087654903	-0.0480596648001972	0.195304255237136	0.143860508016089	0.0616401523376751	0.0461067191996478	-0.0543500602569454	-0.077172198512741	-0.0187836793341488	-0.084729345932027	0.0996214119993277	0.0650263390901092	0.0073725286893847	0.0362488767053461	-0.0211728277639987	-0.0597707736340476	0.0454853085498264	0.0405120030814673
P3_I5_M1	-0.112068784589121	-0.0907173755146717	-0.0806323142840472	-0.0519609440672098	-0.0257468035794629	-0.0541486379001845	-0.0346991740354777	-0.114775138303552	-0.0466259381939884	-0.0308484263387976	-0.0051799864243963	0.00245895236766684	0.0229796283941226	-0.0989582378565503	-0.0785949502860115	-0.162885750905489	-0.0466633561671744	0.108694299408238	0.0657453497177219	0.049064500881616	0.038448497761292	0.098721736489937	0.123908169751295	0.0355706572152979	0.102914950483046	-0.0655551958326276	-0.0531874584492722	0.00604241052403803	0.0339972368480706	0.043347057668532	0.0393620646284068	0.161823143352853	0.0647241771581581	0.0996103097250133	0.0717487948379081	-0.0266923796301304	-0.00498092325917627	0.183810457751389	0.184054428206031	0.0478431073451348	0.0688515112129593	0.0546830839862399	0.0971367697775946	-0.0629076410643561	0.0136468096211825	0.234210467215582	0.250990206745191	-0.12211539069052	-0.117209233929418	-0.0889126144739408	-0.0773153442174663	-0.0426106926150922	0.0125752868058918	-0.0224969138453863	0.0575172336306282	0.15327606809268	0.191806482355844	-0.0378290074084974	-0.0283330161740582	0.201406407714592	0.226324696323149	-0.105576173546084	-0.180054707884441	-0.0485203488443232	-0.0304863367043159	-0.117774980803169	-0.0596896268524896	0.170740980835863	0.0898810785343144	0.140898918570681	-0.0400724601911374	0.0758024039750259	-0.111807074564744	-0.0404254206459383	-0.04499353460837	0.000233211392791819	-0.092994731788447	-0.071633453995659	-0.0519660956039842	0.00539548533101238	-0.0694497046215107	-0.0482838113601926	-0.0840927216773945	-0.0331467846974134	-0.076329368160323	-0.00387069062807373	-0.146673090866037	-0.0375273944706309	0.0421534025086719	0.117874110796726	-0.114805107716499	-0.0662970666116715	0.212581434485922	-0.0883258406017616	-0.0662728001741944	0.0437420731770873	0.0781350143679638	-0.0791018824227444	-0.0437280543090375	-0.118142200796317	-0.056883627192429	-0.0528127306022731	0.00603987088459716	-0.0750497876188423	-0.0738256314640836	-0.0964253259780787	-0.0420652598049691	-0.0476060229111977	0.0963170049850252	0.0232839733459873	0.0725601744978119	0.00433598772457333	0.0407308939072518	-0.0589479627045603	-0.00769152985920165
P1_I9_M4	-0.149439991352402	-0.217193142452917	0.0823846216742361	0.0788546666779203	-0.0619086675375092	-0.0896190933278237	-0.1496503378814	-0.102965821017055	-0.094853719437506	-0.0260187812489747	-0.0992139803823791	-0.0168175775318118	-0.000905272122894286	0.0156845200739965	0.0156500830763843	-0.152645863504299	-0.0869815433836778	0.0691700109196417	-0.00583137615653884	-0.038259152301697	-0.0317044807179279	0.0607532315591548	0.038353865570107	-0.0101915521080723	0.0232709164725118	-0.161624406522348	-0.203407461974339	-0.0651191423680198	-0.0912991546370491	-0.0634074075094681	-0.103146034959105	0.0643040911649275	0.00985051509634353	0.0612207738776676	0.0388262440835003	-0.175946370192596	-0.143930992042686	0.051081332472279	0.0645873579784056	0.0108121174148569	0.000820799420182742	0.044511487934855	0.082437862162459	-0.0362803729443146	0.0187176890432488	0.0996129921530075	0.110472803262182	-0.134788348739939	-0.182610056849677	-0.0595862844681479	-0.0754206948585385	-0.126013402265142	-0.0949587831149583	0.0565091837013352	0.0612488899819571	0.124100550527598	0.110512369233942	0.140142211852315	0.113605623232485	0.0975566067946538	0.140678489732915	0.0662614827024729	-0.113558768421197	0.135028010424207	0.0806800785725529	-0.125536223701765	-0.0945914475593501	0.127257555458096	-0.0473499466398357	-0.024391773717973	-0.0567611716067227	0.0441121991334503	-0.0965386703183235	-0.0820502829171763	0.00660639917974871	-0.00795434978718309	-0.0385542378409759	-0.0854616744714606	0.156011935630028	0.160902650650093	0.162904676603803	0.0909091206966688	0.108361913893777	0.0946627376849296	0.0311924508173352	-0.0211473453380567	0.0336212428696151	0.092914231605802	-0.0253742210328691	-0.0298753827486159	0.0799099409569489	0.133736712418758	0.0641750945496544	0.141355934315532	0.0822453227178443	-0.00266179496277055	-0.0477501857524206	0.128296435987517	0.0870477346939179	-0.0740071670354575	-0.0556207969620345	-0.0663274570656463	-0.0622209953042579	0.220334777038763	0.110663951627556	0.0671483406184838	0.0492897675015765	-0.0103533989702618	0.0622244308187187	-0.00261235075307412	-0.00159731675352988	-0.028143027473092	-0.0289403626254046	-0.100891451154273	-0.121575969487979
