Gene	Module	kME
9036	P2_I6_M2	0.82
9037	P2_I6_M2	0.82
9038	UNCLASSIFIED	NA
9039	P2_I6_M6	0.86
9040	UNCLASSIFIED	NA
9041	P1_I9_M2	0.84
9042	UNCLASSIFIED	NA
9043	P1_I9_M6	0.97
9044	P3_I5_M3	0.86
9045	UNCLASSIFIED	NA
9046	P1_I9_M3	0.85
9047	UNCLASSIFIED	NA
9048	P1_I9_M3	0.9
9049	UNCLASSIFIED	NA
9050	UNCLASSIFIED	NA
9051	UNCLASSIFIED	NA
9052	P2_I6_M6	0.84
9053	UNCLASSIFIED	NA
9054	UNCLASSIFIED	NA
9055	UNCLASSIFIED	NA
9056	P2_I6_M1	0.84
9057	P1_I9_M1	0.94
9058	P1_I9_M2	0.94
9059	P1_I9_M1	0.8
9060	UNCLASSIFIED	NA
9061	UNCLASSIFIED	NA
9062	UNCLASSIFIED	NA
9063	UNCLASSIFIED	NA
9064	UNCLASSIFIED	NA
9065	P2_I6_M11	0.86
9066	P1_I9_M3	0.82
9067	P4_I3_M1	0.81
9068	UNCLASSIFIED	NA
9069	UNCLASSIFIED	NA
9070	UNCLASSIFIED	NA
9071	P1_I9_M2	0.83
9072	UNCLASSIFIED	NA
9073	UNCLASSIFIED	NA
9074	P1_I9_M1	0.93
9075	UNCLASSIFIED	NA
9076	P1_I9_M3	0.93
9077	P1_I9_M2	0.86
9078	P1_I9_M2	0.89
9079	P1_I9_M2	0.87
9080	P1_I9_M2	0.81
9081	P2_I6_M3	0.94
9082	P1_I9_M2	0.84
9083	UNCLASSIFIED	NA
9084	P1_I9_M1	0.96
9085	P1_I9_M1	0.96
9086	P1_I9_M1	0.87
9087	P1_I9_M1	0.8
9088	P1_I9_M2	0.82
9089	P2_I6_M1	0.93
9090	UNCLASSIFIED	NA
9091	UNCLASSIFIED	NA
9092	P1_I9_M2	0.94
9093	P1_I9_M2	0.95
9094	P1_I9_M2	0.91
9095	P1_I9_M1	0.83
9096	UNCLASSIFIED	NA
9097	UNCLASSIFIED	NA
9098	UNCLASSIFIED	NA
9099	P2_I6_M2	0.9
9100	P1_I9_M2	0.85
9101	P1_I9_M4	0.83
9102	P1_I9_M2	0.89
9103	P1_I9_M1	0.96
9104	P2_I6_M5	0.84
9105	UNCLASSIFIED	NA
9106	UNCLASSIFIED	NA
9107	P2_I6_M1	0.88
9108	UNCLASSIFIED	NA
9109	UNCLASSIFIED	NA
9110	P1_I9_M1	0.97
9111	P2_I6_M3	0.9
9112	P1_I9_M1	0.83
9113	UNCLASSIFIED	NA
9114	P1_I9_M1	0.92
9115	P2_I6_M11	0.84
9116	P2_I6_M1	0.86
9117	P1_I9_M2	0.86
9118	P1_I9_M2	0.82
9119	P1_I9_M1	0.85
9120	UNCLASSIFIED	NA
9121	P2_I6_M1	0.8
9122	P2_I6_M4	0.84
9123	P3_I5_M2	0.84
9124	P3_I5_M2	0.91
9125	P1_I9_M1	0.85
9126	UNCLASSIFIED	NA
9127	UNCLASSIFIED	NA
9128	P1_I9_M1	0.8
9129	UNCLASSIFIED	NA
9130	P1_I9_M1	0.92
9131	P1_I9_M2	0.85
9132	P1_I9_M2	0.88
9133	UNCLASSIFIED	NA
9134	P1_I9_M1	0.94
9135	P2_I6_M2	0.87
9136	P2_I6_M8	0.88
9137	P1_I9_M2	0.93
9138	UNCLASSIFIED	NA
9139	UNCLASSIFIED	NA
9140	UNCLASSIFIED	NA
9141	UNCLASSIFIED	NA
9142	P1_I9_M2	0.85
9143	UNCLASSIFIED	NA
9144	P1_I9_M1	0.96
9145	UNCLASSIFIED	NA
9146	P1_I9_M2	0.89
9147	P1_I9_M1	0.96
9148	P1_I9_M1	0.88
9149	UNCLASSIFIED	NA
9150	UNCLASSIFIED	NA
9151	UNCLASSIFIED	NA
9152	UNCLASSIFIED	NA
9153	P2_I6_M1	0.85
9154	UNCLASSIFIED	NA
9155	P1_I9_M1	0.97
9156	P1_I9_M1	0.93
9157	UNCLASSIFIED	NA
9158	UNCLASSIFIED	NA
9159	UNCLASSIFIED	NA
9160	P2_I6_M5	0.94
9161	UNCLASSIFIED	NA
9162	UNCLASSIFIED	NA
9163	P1_I9_M3	0.89
9164	UNCLASSIFIED	NA
9165	P3_I5_M3	0.89
9166	P1_I9_M1	0.93
9167	UNCLASSIFIED	NA
9168	UNCLASSIFIED	NA
9169	P1_I9_M1	0.9
9170	P1_I9_M1	0.87
9171	P1_I9_M1	0.82
9172	UNCLASSIFIED	NA
9173	P1_I9_M1	0.82
9174	UNCLASSIFIED	NA
9175	P1_I9_M1	0.86
9176	P1_I9_M1	0.98
9177	UNCLASSIFIED	NA
9178	UNCLASSIFIED	NA
9179	UNCLASSIFIED	NA
9180	UNCLASSIFIED	NA
9181	P1_I9_M2	0.86
9182	UNCLASSIFIED	NA
9183	P4_I3_M2	0.84
9184	UNCLASSIFIED	NA
9185	UNCLASSIFIED	NA
9186	UNCLASSIFIED	NA
9187	P4_I3_M2	0.93
9188	P1_I9_M1	0.88
9189	UNCLASSIFIED	NA
9190	P1_I9_M1	0.95
9191	UNCLASSIFIED	NA
9192	UNCLASSIFIED	NA
9193	UNCLASSIFIED	NA
9194	UNCLASSIFIED	NA
9195	UNCLASSIFIED	NA
9196	P2_I6_M10	0.81
9197	P2_I6_M10	0.81
9198	UNCLASSIFIED	NA
9199	UNCLASSIFIED	NA
9200	UNCLASSIFIED	NA
9201	P1_I9_M1	0.97
9202	P1_I9_M2	0.83
9203	UNCLASSIFIED	NA
9204	P1_I9_M1	0.95
9205	P1_I9_M1	0.89
9206	UNCLASSIFIED	NA
9207	UNCLASSIFIED	NA
9208	UNCLASSIFIED	NA
9209	P1_I9_M1	0.89
9210	UNCLASSIFIED	NA
9211	UNCLASSIFIED	NA
9212	UNCLASSIFIED	NA
9213	UNCLASSIFIED	NA
9214	P1_I9_M1	0.94
9215	P1_I9_M1	0.92
9216	UNCLASSIFIED	NA
9217	UNCLASSIFIED	NA
9218	UNCLASSIFIED	NA
9219	UNCLASSIFIED	NA
9220	UNCLASSIFIED	NA
9221	UNCLASSIFIED	NA
9222	UNCLASSIFIED	NA
9223	UNCLASSIFIED	NA
9224	UNCLASSIFIED	NA
9225	UNCLASSIFIED	NA
9226	P1_I9_M1	0.88
9227	UNCLASSIFIED	NA
9228	UNCLASSIFIED	NA
9229	P2_I6_M5	0.89
9230	UNCLASSIFIED	NA
9231	UNCLASSIFIED	NA
9232	UNCLASSIFIED	NA
9233	P1_I9_M1	0.96
9234	P1_I9_M2	0.82
9235	UNCLASSIFIED	NA
9236	UNCLASSIFIED	NA
9237	UNCLASSIFIED	NA
9238	UNCLASSIFIED	NA
9239	UNCLASSIFIED	NA
9240	UNCLASSIFIED	NA
9241	P1_I9_M1	0.88
9242	UNCLASSIFIED	NA
9243	P2_I6_M6	0.85
9244	P2_I6_M3	0.8
9245	P2_I6_M3	0.87
9246	UNCLASSIFIED	NA
9247	UNCLASSIFIED	NA
9248	UNCLASSIFIED	NA
9249	P3_I5_M1	0.86
9250	UNCLASSIFIED	NA
9251	UNCLASSIFIED	NA
9252	UNCLASSIFIED	NA
9253	P2_I6_M5	0.9
9254	UNCLASSIFIED	NA
9255	P2_I6_M7	0.85
9256	P1_I9_M2	0.89
9257	P2_I6_M6	0.95
9258	P2_I6_M6	0.93
9259	UNCLASSIFIED	NA
9260	UNCLASSIFIED	NA
9261	P1_I9_M2	0.97
9262	UNCLASSIFIED	NA
9263	UNCLASSIFIED	NA
9264	UNCLASSIFIED	NA
9265	UNCLASSIFIED	NA
9266	UNCLASSIFIED	NA
9267	P1_I9_M1	0.84
9268	UNCLASSIFIED	NA
9269	UNCLASSIFIED	NA
9270	P1_I9_M3	0.85
9271	UNCLASSIFIED	NA
9272	UNCLASSIFIED	NA
9273	UNCLASSIFIED	NA
9274	UNCLASSIFIED	NA
9275	UNCLASSIFIED	NA
9276	UNCLASSIFIED	NA
9277	UNCLASSIFIED	NA
9278	UNCLASSIFIED	NA
9279	UNCLASSIFIED	NA
9280	UNCLASSIFIED	NA
9281	P2_I6_M10	0.88
9282	P1_I9_M1	0.96
9283	UNCLASSIFIED	NA
9284	P2_I6_M2	0.85
9285	UNCLASSIFIED	NA
9286	UNCLASSIFIED	NA
9287	UNCLASSIFIED	NA
9288	UNCLASSIFIED	NA
9289	UNCLASSIFIED	NA
9290	UNCLASSIFIED	NA
9291	UNCLASSIFIED	NA
9292	UNCLASSIFIED	NA
9293	UNCLASSIFIED	NA
9294	P1_I9_M2	0.82
9295	UNCLASSIFIED	NA
9296	UNCLASSIFIED	NA
9297	UNCLASSIFIED	NA
9298	P1_I9_M1	0.83
9299	UNCLASSIFIED	NA
9300	UNCLASSIFIED	NA
9301	P2_I6_M5	0.86
9302	P1_I9_M5	0.88
9303	P1_I9_M2	0.85
9304	UNCLASSIFIED	NA
9305	UNCLASSIFIED	NA
9306	UNCLASSIFIED	NA
9307	UNCLASSIFIED	NA
9308	P1_I9_M3	0.85
9309	P2_I6_M11	0.87
9310	UNCLASSIFIED	NA
9311	UNCLASSIFIED	NA
9312	P2_I6_M4	0.83
9313	UNCLASSIFIED	NA
9314	UNCLASSIFIED	NA
9315	P2_I6_M2	0.84
9316	P1_I9_M1	0.94
9317	UNCLASSIFIED	NA
9318	UNCLASSIFIED	NA
9319	UNCLASSIFIED	NA
9320	UNCLASSIFIED	NA
9321	UNCLASSIFIED	NA
9322	UNCLASSIFIED	NA
9323	UNCLASSIFIED	NA
9324	UNCLASSIFIED	NA
9325	UNCLASSIFIED	NA
9326	P1_I9_M1	0.83
9327	UNCLASSIFIED	NA
9328	UNCLASSIFIED	NA
9329	UNCLASSIFIED	NA
9330	UNCLASSIFIED	NA
9331	UNCLASSIFIED	NA
9332	UNCLASSIFIED	NA
9333	UNCLASSIFIED	NA
9334	P1_I9_M2	0.95
9335	UNCLASSIFIED	NA
9336	UNCLASSIFIED	NA
9337	UNCLASSIFIED	NA
9338	UNCLASSIFIED	NA
9339	UNCLASSIFIED	NA
9340	P1_I9_M1	0.91
9341	UNCLASSIFIED	NA
9342	P1_I9_M1	0.91
9343	UNCLASSIFIED	NA
9344	UNCLASSIFIED	NA
9345	P1_I9_M1	0.86
9346	UNCLASSIFIED	NA
9347	UNCLASSIFIED	NA
9348	UNCLASSIFIED	NA
9349	UNCLASSIFIED	NA
9350	UNCLASSIFIED	NA
9351	UNCLASSIFIED	NA
9352	UNCLASSIFIED	NA
9353	UNCLASSIFIED	NA
9354	UNCLASSIFIED	NA
9355	UNCLASSIFIED	NA
9356	UNCLASSIFIED	NA
9357	UNCLASSIFIED	NA
9358	P1_I9_M1	0.87
9359	P2_I6_M4	0.95
9360	UNCLASSIFIED	NA
9361	UNCLASSIFIED	NA
9362	P2_I6_M6	0.8
9363	P4_I3_M2	0.94
9364	P1_I9_M2	0.91
9365	UNCLASSIFIED	NA
9366	P2_I6_M5	0.81
9367	UNCLASSIFIED	NA
9368	UNCLASSIFIED	NA
9369	UNCLASSIFIED	NA
9370	P2_I6_M7	0.84
9371	UNCLASSIFIED	NA
9372	UNCLASSIFIED	NA
9373	P2_I6_M6	0.81
9374	UNCLASSIFIED	NA
9375	UNCLASSIFIED	NA
9376	P1_I9_M5	0.86
9377	P1_I9_M1	0.97
9378	P2_I6_M5	0.9
9379	UNCLASSIFIED	NA
9380	UNCLASSIFIED	NA
9381	P2_I6_M3	0.83
9382	UNCLASSIFIED	NA
9383	UNCLASSIFIED	NA
9384	UNCLASSIFIED	NA
9385	P2_I6_M11	0.83
9386	UNCLASSIFIED	NA
9387	P1_I9_M2	0.97
9388	P1_I9_M5	0.98
9389	P1_I9_M3	0.95
9390	P1_I9_M2	0.93
9391	UNCLASSIFIED	NA
9392	P1_I9_M1	0.95
9393	UNCLASSIFIED	NA
9394	UNCLASSIFIED	NA
9395	UNCLASSIFIED	NA
9396	UNCLASSIFIED	NA
9397	P1_I9_M2	0.92
9398	P1_I9_M1	0.97
9399	UNCLASSIFIED	NA
9400	P1_I9_M6	0.95
9401	P2_I6_M7	0.84
9402	P1_I9_M1	0.84
9403	UNCLASSIFIED	NA
9404	UNCLASSIFIED	NA
9405	P1_I9_M1	0.84
9406	P1_I9_M1	0.89
9407	UNCLASSIFIED	NA
9408	P2_I6_M6	0.82
9409	UNCLASSIFIED	NA
9410	P1_I9_M5	0.92
9411	UNCLASSIFIED	NA
9412	UNCLASSIFIED	NA
9413	P1_I9_M1	0.84
9414	UNCLASSIFIED	NA
9415	UNCLASSIFIED	NA
9416	P2_I6_M11	0.92
9417	UNCLASSIFIED	NA
9418	P1_I9_M1	0.97
9419	UNCLASSIFIED	NA
9420	UNCLASSIFIED	NA
9421	UNCLASSIFIED	NA
9422	UNCLASSIFIED	NA
9423	UNCLASSIFIED	NA
9424	P1_I9_M2	0.93
9425	P1_I9_M2	0.98
9426	UNCLASSIFIED	NA
9427	UNCLASSIFIED	NA
9428	UNCLASSIFIED	NA
9429	UNCLASSIFIED	NA
9430	UNCLASSIFIED	NA
9431	UNCLASSIFIED	NA
9432	UNCLASSIFIED	NA
9433	P2_I6_M3	0.92
9434	UNCLASSIFIED	NA
9435	UNCLASSIFIED	NA
9436	UNCLASSIFIED	NA
9437	P1_I9_M2	0.91
9438	UNCLASSIFIED	NA
9439	UNCLASSIFIED	NA
9440	UNCLASSIFIED	NA
9441	P1_I9_M2	0.88
9442	UNCLASSIFIED	NA
9443	UNCLASSIFIED	NA
9444	UNCLASSIFIED	NA
9445	P1_I9_M1	0.87
9446	UNCLASSIFIED	NA
9447	UNCLASSIFIED	NA
9448	P2_I6_M11	0.85
9449	UNCLASSIFIED	NA
9450	P1_I9_M1	0.82
9451	UNCLASSIFIED	NA
9452	UNCLASSIFIED	NA
9453	UNCLASSIFIED	NA
9454	P2_I6_M7	0.86
9455	P1_I9_M2	0.95
9456	P1_I9_M1	0.84
9457	P1_I9_M3	0.88
9458	P1_I9_M3	0.83
9459	UNCLASSIFIED	NA
9460	UNCLASSIFIED	NA
9461	UNCLASSIFIED	NA
9462	UNCLASSIFIED	NA
9463	UNCLASSIFIED	NA
9464	P1_I9_M3	0.84
9465	P1_I9_M1	0.98
9466	UNCLASSIFIED	NA
9467	UNCLASSIFIED	NA
9468	UNCLASSIFIED	NA
9469	UNCLASSIFIED	NA
9470	P1_I9_M2	0.9
9471	P1_I9_M1	0.93
9472	P1_I9_M1	0.85
9473	UNCLASSIFIED	NA
9474	UNCLASSIFIED	NA
9475	P1_I9_M2	0.92
9476	P1_I9_M5	0.84
9477	UNCLASSIFIED	NA
9478	P2_I6_M6	0.85
9479	P1_I9_M5	0.9
9480	P1_I9_M1	0.9
9481	UNCLASSIFIED	NA
9482	P1_I9_M1	0.83
9483	UNCLASSIFIED	NA
9484	P1_I9_M1	0.87
9485	UNCLASSIFIED	NA
9486	P1_I9_M3	0.93
9487	UNCLASSIFIED	NA
9488	UNCLASSIFIED	NA
9489	UNCLASSIFIED	NA
9490	UNCLASSIFIED	NA
9491	UNCLASSIFIED	NA
9492	P1_I9_M1	0.83
9493	UNCLASSIFIED	NA
9494	P1_I9_M1	0.8
9495	P2_I6_M4	0.85
9496	UNCLASSIFIED	NA
9497	UNCLASSIFIED	NA
9498	UNCLASSIFIED	NA
9499	UNCLASSIFIED	NA
9500	P1_I9_M3	0.88
9501	UNCLASSIFIED	NA
9502	UNCLASSIFIED	NA
9503	UNCLASSIFIED	NA
9504	P1_I9_M1	0.87
9505	UNCLASSIFIED	NA
9506	UNCLASSIFIED	NA
9507	UNCLASSIFIED	NA
9508	UNCLASSIFIED	NA
9509	P2_I6_M1	0.83
9510	P1_I9_M2	0.91
9511	UNCLASSIFIED	NA
9512	UNCLASSIFIED	NA
9513	P1_I9_M5	0.88
9514	UNCLASSIFIED	NA
9515	P2_I6_M6	0.93
9516	P1_I9_M1	0.85
9517	P2_I6_M5	0.87
9518	P1_I9_M4	0.94
9519	P1_I9_M1	0.89
9520	UNCLASSIFIED	NA
9521	P2_I6_M11	0.85
9522	P1_I9_M2	0.96
9523	UNCLASSIFIED	NA
9524	UNCLASSIFIED	NA
9525	UNCLASSIFIED	NA
9526	UNCLASSIFIED	NA
9527	UNCLASSIFIED	NA
9528	UNCLASSIFIED	NA
9529	UNCLASSIFIED	NA
9530	P2_I6_M4	0.89
9531	UNCLASSIFIED	NA
9532	P1_I9_M2	0.91
9533	P1_I9_M1	0.83
9534	UNCLASSIFIED	NA
9535	UNCLASSIFIED	NA
9536	P1_I9_M5	0.94
9537	UNCLASSIFIED	NA
9538	P2_I6_M6	0.84
9539	UNCLASSIFIED	NA
9540	P1_I9_M1	0.85
9541	UNCLASSIFIED	NA
9542	UNCLASSIFIED	NA
9543	UNCLASSIFIED	NA
9544	UNCLASSIFIED	NA
9545	UNCLASSIFIED	NA
9546	UNCLASSIFIED	NA
9547	UNCLASSIFIED	NA
9548	P1_I9_M5	0.88
9549	P1_I9_M2	0.95
9550	UNCLASSIFIED	NA
9551	UNCLASSIFIED	NA
9552	P1_I9_M5	0.98
9553	UNCLASSIFIED	NA
9554	UNCLASSIFIED	NA
9555	UNCLASSIFIED	NA
9556	P1_I9_M1	0.91
9557	P1_I9_M2	0.97
9558	P1_I9_M5	0.93
9559	P1_I9_M1	0.8
9560	UNCLASSIFIED	NA
9561	P1_I9_M1	0.95
9562	P1_I9_M3	0.96
9563	P1_I9_M1	0.9
9564	UNCLASSIFIED	NA
9565	P2_I6_M9	0.93
9566	UNCLASSIFIED	NA
9567	P1_I9_M1	0.84
9568	UNCLASSIFIED	NA
9569	P1_I9_M1	0.94
9570	UNCLASSIFIED	NA
9571	UNCLASSIFIED	NA
9572	P1_I9_M1	0.85
9573	P2_I6_M4	0.81
9574	P2_I6_M4	0.91
9575	P1_I9_M3	0.84
9576	P2_I6_M4	0.82
9577	P1_I9_M2	0.97
9578	UNCLASSIFIED	NA
9579	UNCLASSIFIED	NA
9580	P1_I9_M2	0.95
9581	P1_I9_M2	0.93
9582	P1_I9_M1	0.96
9583	UNCLASSIFIED	NA
9584	UNCLASSIFIED	NA
9585	UNCLASSIFIED	NA
9586	UNCLASSIFIED	NA
9587	UNCLASSIFIED	NA
9588	P1_I9_M2	0.84
9589	UNCLASSIFIED	NA
9590	UNCLASSIFIED	NA
9591	UNCLASSIFIED	NA
9592	UNCLASSIFIED	NA
9593	UNCLASSIFIED	NA
9594	P1_I9_M2	0.9
9595	P1_I9_M2	0.92
9596	P1_I9_M2	0.85
9597	P1_I9_M1	0.91
9598	UNCLASSIFIED	NA
9599	P2_I6_M3	0.88
9600	P1_I9_M1	0.94
9601	UNCLASSIFIED	NA
9602	UNCLASSIFIED	NA
9603	P2_I6_M9	0.85
9604	UNCLASSIFIED	NA
9605	UNCLASSIFIED	NA
9606	UNCLASSIFIED	NA
9607	UNCLASSIFIED	NA
9608	UNCLASSIFIED	NA
9609	UNCLASSIFIED	NA
9610	P1_I9_M2	0.89
9611	UNCLASSIFIED	NA
9612	P2_I6_M1	0.81
9613	UNCLASSIFIED	NA
9614	UNCLASSIFIED	NA
9615	P3_I5_M1	0.82
9616	UNCLASSIFIED	NA
9617	UNCLASSIFIED	NA
9618	P1_I9_M1	0.95
9619	P3_I5_M1	0.86
9620	UNCLASSIFIED	NA
9621	P1_I9_M1	0.86
9622	UNCLASSIFIED	NA
9623	P2_I6_M9	0.84
9624	UNCLASSIFIED	NA
9625	P1_I9_M2	0.9
9626	P1_I9_M2	0.97
9627	P1_I9_M2	0.88
9628	UNCLASSIFIED	NA
9629	UNCLASSIFIED	NA
9630	P1_I9_M1	0.87
9631	UNCLASSIFIED	NA
9632	UNCLASSIFIED	NA
9633	P1_I9_M1	0.91
9634	P3_I5_M2	0.9
9635	UNCLASSIFIED	NA
9636	P1_I9_M1	0.92
9637	UNCLASSIFIED	NA
9638	UNCLASSIFIED	NA
9639	P2_I6_M5	0.85
9640	UNCLASSIFIED	NA
9641	UNCLASSIFIED	NA
9642	UNCLASSIFIED	NA
9643	UNCLASSIFIED	NA
9644	UNCLASSIFIED	NA
9645	UNCLASSIFIED	NA
9646	UNCLASSIFIED	NA
9647	UNCLASSIFIED	NA
9648	UNCLASSIFIED	NA
9649	UNCLASSIFIED	NA
9650	UNCLASSIFIED	NA
9651	UNCLASSIFIED	NA
9652	P1_I9_M1	0.85
9653	UNCLASSIFIED	NA
9654	UNCLASSIFIED	NA
9655	P1_I9_M1	0.86
9656	P2_I6_M2	0.87
9657	UNCLASSIFIED	NA
9658	P1_I9_M3	0.84
9659	P2_I6_M1	0.84
9660	P1_I9_M2	0.96
9661	UNCLASSIFIED	NA
9662	UNCLASSIFIED	NA
9663	P1_I9_M1	0.83
9664	UNCLASSIFIED	NA
9665	P1_I9_M3	0.86
9666	UNCLASSIFIED	NA
9667	P2_I6_M2	0.88
9668	P2_I6_M2	0.88
9669	UNCLASSIFIED	NA
9670	P1_I9_M5	0.84
9671	P1_I9_M2	0.95
9672	P2_I6_M11	0.88
9673	UNCLASSIFIED	NA
9674	P2_I6_M1	0.86
9675	UNCLASSIFIED	NA
9676	UNCLASSIFIED	NA
9677	UNCLASSIFIED	NA
9678	P1_I9_M1	0.98
9679	UNCLASSIFIED	NA
9680	P4_I3_M1	0.86
9681	P1_I9_M1	0.84
9682	P1_I9_M1	0.96
9683	P4_I3_M1	0.9
9684	UNCLASSIFIED	NA
9685	UNCLASSIFIED	NA
9686	UNCLASSIFIED	NA
9687	P2_I6_M11	0.91
9688	P1_I9_M2	0.91
9689	P2_I6_M11	0.83
9690	UNCLASSIFIED	NA
9691	P2_I6_M4	0.84
9692	P1_I9_M3	0.95
9693	P1_I9_M1	0.98
9694	UNCLASSIFIED	NA
9695	P2_I6_M6	0.94
9696	UNCLASSIFIED	NA
9697	P1_I9_M1	0.84
9698	UNCLASSIFIED	NA
9699	UNCLASSIFIED	NA
9700	UNCLASSIFIED	NA
9701	UNCLASSIFIED	NA
9702	UNCLASSIFIED	NA
9703	UNCLASSIFIED	NA
9704	UNCLASSIFIED	NA
9705	UNCLASSIFIED	NA
9706	UNCLASSIFIED	NA
9707	UNCLASSIFIED	NA
9708	P1_I9_M2	0.86
9709	UNCLASSIFIED	NA
9710	UNCLASSIFIED	NA
9711	P1_I9_M2	0.97
9712	P2_I6_M6	0.84
9713	UNCLASSIFIED	NA
9714	UNCLASSIFIED	NA
9715	P1_I9_M1	0.93
9716	UNCLASSIFIED	NA
9717	UNCLASSIFIED	NA
9718	UNCLASSIFIED	NA
9719	UNCLASSIFIED	NA
9720	P2_I6_M5	0.84
9721	UNCLASSIFIED	NA
9722	UNCLASSIFIED	NA
9723	UNCLASSIFIED	NA
9724	UNCLASSIFIED	NA
9725	UNCLASSIFIED	NA
9726	P1_I9_M1	0.8
9727	UNCLASSIFIED	NA
9728	UNCLASSIFIED	NA
9729	UNCLASSIFIED	NA
9730	P1_I9_M2	0.94
9731	UNCLASSIFIED	NA
9732	UNCLASSIFIED	NA
9733	UNCLASSIFIED	NA
9734	UNCLASSIFIED	NA
9735	UNCLASSIFIED	NA
9736	P1_I9_M1	0.89
9737	UNCLASSIFIED	NA
9738	UNCLASSIFIED	NA
9739	UNCLASSIFIED	NA
9740	P1_I9_M6	0.98
9741	P1_I9_M2	0.96
9742	UNCLASSIFIED	NA
9743	P2_I6_M4	0.86
9744	P2_I6_M4	0.83
9745	P2_I6_M6	0.85
9746	UNCLASSIFIED	NA
9747	P1_I9_M2	0.93
9748	UNCLASSIFIED	NA
9749	P1_I9_M2	0.88
9750	P2_I6_M6	0.87
9751	UNCLASSIFIED	NA
9752	UNCLASSIFIED	NA
9753	UNCLASSIFIED	NA
9754	UNCLASSIFIED	NA
9755	P2_I6_M7	0.81
9756	P1_I9_M1	0.92
9757	UNCLASSIFIED	NA
9758	UNCLASSIFIED	NA
9759	P1_I9_M2	0.82
9760	P3_I5_M2	0.83
9761	P1_I9_M1	0.94
9762	UNCLASSIFIED	NA
9763	UNCLASSIFIED	NA
9764	UNCLASSIFIED	NA
9765	P1_I9_M2	0.95
9766	UNCLASSIFIED	NA
9767	UNCLASSIFIED	NA
9768	P1_I9_M2	0.87
9769	P1_I9_M2	0.91
9770	P1_I9_M3	0.86
9771	UNCLASSIFIED	NA
9772	P2_I6_M10	0.86
9773	UNCLASSIFIED	NA
9774	UNCLASSIFIED	NA
9775	UNCLASSIFIED	NA
9776	P2_I6_M11	0.83
9777	UNCLASSIFIED	NA
9778	UNCLASSIFIED	NA
9779	UNCLASSIFIED	NA
9780	P1_I9_M2	0.85
9781	UNCLASSIFIED	NA
9782	P2_I6_M6	0.86
9783	UNCLASSIFIED	NA
9784	UNCLASSIFIED	NA
9785	P2_I6_M6	0.82
9786	UNCLASSIFIED	NA
9787	P1_I9_M1	0.84
9788	UNCLASSIFIED	NA
9789	UNCLASSIFIED	NA
9790	P3_I5_M1	0.87
9791	P2_I6_M4	0.83
9792	P2_I6_M2	0.82
9793	P1_I9_M1	0.83
9794	P1_I9_M1	0.92
9795	P1_I9_M1	0.85
9796	P1_I9_M1	0.87
9797	P1_I9_M1	0.88
9798	UNCLASSIFIED	NA
9799	P2_I6_M3	0.94
9800	P1_I9_M1	0.84
9801	P1_I9_M1	0.87
9802	UNCLASSIFIED	NA
9803	P1_I9_M2	0.9
9804	P1_I9_M1	0.94
9805	UNCLASSIFIED	NA
9806	P1_I9_M2	0.95
9807	UNCLASSIFIED	NA
9808	P2_I6_M6	0.92
9809	UNCLASSIFIED	NA
9810	UNCLASSIFIED	NA
9811	P1_I9_M2	0.88
9812	P1_I9_M1	0.98
9813	UNCLASSIFIED	NA
9814	P2_I6_M1	0.82
9815	P2_I6_M3	0.83
9816	UNCLASSIFIED	NA
9817	P1_I9_M2	0.89
9818	UNCLASSIFIED	NA
9819	P3_I5_M1	0.91
9820	UNCLASSIFIED	NA
9821	P1_I9_M1	0.92
9822	P1_I9_M1	0.9
9823	P1_I9_M2	0.96
9824	P1_I9_M1	0.85
9825	P1_I9_M4	0.93
9826	UNCLASSIFIED	NA
9827	P1_I9_M1	0.98
9828	UNCLASSIFIED	NA
9829	P1_I9_M3	0.85
9830	P3_I5_M1	0.91
9831	P1_I9_M1	0.93
9832	P2_I6_M8	0.87
9833	UNCLASSIFIED	NA
9834	UNCLASSIFIED	NA
9835	UNCLASSIFIED	NA
9836	P1_I9_M1	0.9
9837	UNCLASSIFIED	NA
9838	UNCLASSIFIED	NA
9839	P1_I9_M1	0.95
9840	UNCLASSIFIED	NA
9841	P1_I9_M1	0.97
9842	UNCLASSIFIED	NA
9843	UNCLASSIFIED	NA
9844	UNCLASSIFIED	NA
9845	UNCLASSIFIED	NA
9846	UNCLASSIFIED	NA
9847	P1_I9_M1	0.84
9848	P1_I9_M2	0.87
9849	P2_I6_M4	0.82
9850	UNCLASSIFIED	NA
9851	P1_I9_M2	0.93
9852	UNCLASSIFIED	NA
9853	UNCLASSIFIED	NA
9854	P1_I9_M3	0.81
9855	UNCLASSIFIED	NA
9856	P4_I3_M1	0.82
9857	UNCLASSIFIED	NA
9858	P2_I6_M6	0.82
9859	UNCLASSIFIED	NA
9860	UNCLASSIFIED	NA
9861	P1_I9_M2	0.83
9862	UNCLASSIFIED	NA
9863	P1_I9_M3	0.83
9864	P1_I9_M1	0.94
9865	P1_I9_M2	0.85
9866	UNCLASSIFIED	NA
9867	UNCLASSIFIED	NA
9868	P1_I9_M3	0.93
9869	P1_I9_M1	0.95
9870	P3_I5_M1	0.9
9871	P1_I9_M1	0.96
9872	P1_I9_M2	0.94
9873	P1_I9_M1	0.85
9874	P1_I9_M2	0.96
9875	UNCLASSIFIED	NA
9876	P1_I9_M2	0.82
9877	UNCLASSIFIED	NA
9878	P1_I9_M1	0.9
9879	UNCLASSIFIED	NA
